index,text,Diacterized,Buckwalter,Cleaned_Text
14011,أنا كدا خلصت كلامي,أَنا كَدا خَلَصَتْ كَلامي,>anA kadA xalaSato kalAmy,ana kda khlst klamy
14012,وكالعادة عندي سؤال لحضراتكم,وَكالْعادَةِ عِنْدي سُؤالُ لحضراتْكُمْ,wakAloEAdapi Einody su&Alu lHDrAtokumo,wkaleadt endy suwalu lhdratkum
14013,تفتكر هل فرنسا ممكن تكون في يوم من,تَفْتَكِرُ هَلْ فَرَنْسا مُمْكِنٍ تَكونُ في يَوْمِ مِنْ,tafotakiru halo faranosA mumokinK takwnu fy yawomi mino,tftkru hl frnsa mumkn tkwnu fy ywm mn
14014,الأيام شريك موثوق فيه في التنمية,الأَيّامُ شَريكٌ مَوْثوقٌ فيهِ في التَّنْميَةِ,Al>ay~Amu $arykN mawovwqN fyhi fy Alt~anomyapi,alayamu shryk mwthwq fyh fy altnmyt
14015,الاقتصادية في أفريقيا ,الِاقْتِصاديَّةُ في أَفْريقْيا,AliAqotiSAdy~apu fy >aforyqoyA,alaqtsadytu fy afryqya
14016,هتابع إجاباتكم في التعليقات,هتابعْ إِجاباتِكُمْ في التَّعْليقاتِ,htAbEo <ijAbAtikumo fy Alt~aEolyqAti,htabe ijabatkum fy altelyqat
14017,وفي النهاية ياريت لو عجبتك الحلقة دي,وَفي النِّهايَةِ ياريتْ لَوْ عجبتَكَ الحَلْقَةَ دي,wafy Aln~ihAyapi yAryto lawo Ejbtaka AlHaloqapa dy,wfy alnhayt yaryt lw ejbtk alhlqt dy
14018,حابب تشوفنا تاني اشترك في القناة,حابِبْ تَشَوُّفْنا تاني اشْتَرَكَ في القَناةِ,HAbibo ta$aw~ufonA tAny A$otaraka fy AlqanApi,habb tshwufna tany ashtrk fy alqnat
14019,واستنانا في حلقات جديدة بإذن الله,واسْتَنّانا في حَلَقاتِ جَديدَةٍ بِإِذْنِ اللَّهِ,wAsotan~AnA fy HalaqAti jadydapK bi<i*oni All~ahi,wastnana fy hlqat jdydt bidhn allh
14020,وقبل ما أنسى صحيح,وَقَبْلَ ما أَنْسَى صَحيحٌ,waqabola mA >anosaY SaHyHN,wqbl ma ansa shyh
14021,أورانو الفرنسية هي هي أريفا,أورانو الفَرَنْسيَّةِ هيَ هيَ أَريفا,>wrAnw Alfaranosy~api hya hya >aryfA,awranw alfrnsyt hy hy aryfa
14022,أوع تنسى,أوعْ تَنْسَى,>wEo tanosaY,awe tnsa
14023,أزمة الطاقة الموجودة حاليا في أوروبا,أَزْمَةُ الطّاقَةِ المَوْجودَةِ حاليًّا في أوروبّا,>azomapu AlT~Aqapi Almawojwdapi HAly~FA fy >wrwb~A,azmtu altaqt almwjwdt halya fy awrwba
14024,يمكن هي أسوأ أزمة طاقة عدت على القارة دي,يُمْكِنُ هيَ أَسْوَأُ أَزْمَةِ طاقَةٍ عُدتْ عَلَى القارَّةِ دي,yumokinu hya >asowa>u >azomapi TAqapK Eudto EalaY AlqAr~api dy,yumknu hy aswau azmt taqt eudt ela alqart dy
14025,في تاريخها,في تاريخِها,fy tAryxihA,fy tarykhha
14026,الأزمة دي ما لهاش مثيل,الأَزْمَةُ دي ما لِهاشَّ مَثيلٌ,Al>azomapu dy mA lihA$~a mavylN,alazmtu dy ma lhash mthyl
14027,لا في حجمها ولا في شدتها,لا في حَجْمِها وَلا في شِدَّتْها,lA fy HajomihA walA fy $id~atohA,la fy hjmha wla fy shdtha
14028,ولا حتى في هوية ضحاياها,وَلا حَتَّى في هويَّةِ ضَحاياها,walA Hat~aY fy hwy~api DaHAyAhA,wla hta fy hwyt dhayaha
14029,على سبيل المثال,عَلَى سَبيلِ المِثالِ,EalaY sabyli AlmivAli,ela sbyl almthal
14030,آخر بلد في أوروبا كان ممكن حد يتوقع,آخَرُ بَلَدٍ في أوروبّا كانَ مُمْكِنْ حَدَّ يَتَوَقَّعُ,|xaru baladK fy >wrwb~A kAna mumokino Had~a yatawaq~aEu,akhru bld fy awrwba kan mumkn hd ytwqeu
14031,إنها تقع في أزمة طاقة عنيفة,إِنَّها تَقَعُ في أَزْمَةِ طاقَةٍ عَنيفَةٍ,<in~ahA taqaEu fy >azomapi TAqapK EanyfapK,inha tqeu fy azmt taqt enyft
14032,تهدد استقرارها,تُهَدِّدُ اسْتِقْرارَها,tuhad~idu AsotiqorArahA,tuhddu astqrarha
14033,هي الجمهورية الفرنسية,هيَ الجُمْهوريَّةِ الفَرَنْسيَّةُ,hya Aljumohwry~api Alfaranosy~apu,hy aljumhwryt alfrnsytu
14034,فرنسا,فَرَنْسا,faranosA,frnsa
14035,للي ما يعرفش منكم,لِلّي ما يعرفشْ مِنْكُمْ,lil~y mA yErf$o minokumo,lly ma yerfsh mnkum
14036,فرنسا لحد وقت قريب كانت أكبر مصدر,فَرَنْسا لِحَدِّ وَقْتٍ قَريبٍ كانَتْ أَكْبَرَ مُصَدِّرٍ,faranosA liHad~i waqotK qarybK kAnato >akobara muSad~irK,frnsa lhd wqt qryb kant akbr musdr
14037,للطاقة في أوروبا,لِلطّاقَةِ في أوروبّا,lilT~Aqapi fy >wrwb~A,lltaqt fy awrwba
14038,أي بلد في القارة كانت محتاجة طاقة,أَيّْ بَلَدٍ في القارَّةِ كانَتْ مُحْتاجَةً طاقَةٍ,>ay~o baladK fy AlqAr~api kAnato muHotAjapF TAqapK,ay bld fy alqart kant muhtajt taqt
14039,كانت تجري على باريس,كانَتْ تَجْري عَلَى باريسْ,kAnato tajory EalaY bAryso,kant tjry ela barys
14040,لكن النهار دا الدنيا جت على فرنسا,لَكِنَّ النَّهارَ دا الدُّنْيا جِتْ عَلَى فَرَنْسا,lakin~a Aln~ahAra dA Ald~unoyA jito EalaY faranosA,lkn alnhar da aldunya jt ela frnsa
14041,وبقت واحدة من أكبر مستوردي الطاقة,وَبَقّتْ واحِدَةٌ مِنْ أَكْبَرِ مُسْتَوْرِديَ الطّاقَةِ,wabaq~to wAHidapN mino >akobari musotaworidya AlT~Aqapi,wbqt wahdt mn akbr mustwrdy altaqt
14042,في القارة,في القارَّةِ,fy AlqAr~api,fy alqart
14043,الطبيعي إن جيران فرنسا اللي ياما زودتهم,الطَّبيعيُّ إِنّْ جيرانَ فَرَنْسا اللّي ياما زودتْهُمْ,AlT~abyEy~u <in~o jyrAna faranosA All~y yAmA zwdtohumo,altbyeyu in jyran frnsa ally yama zwdthum
14044,بالطاقة لما احتاجوها,بِالطّاقَةِ لِما احتاجوها,biAlT~Aqapi limA AHtAjwhA,baltaqt lma ahtajwha
14045,يوقفوا جنبها دلوقت في أزمتها,يوقِفوا جَنْبَها دلوقتْ في أَزْمَتِها,ywqifwA janobahA dlwqto fy >azomatihA,ywqfwa jnbha dlwqt fy azmtha
14046,ولكن لسوء حظ الفرنسيين أزمتهم حصلت,وَلَكِنْ لِسوءِ حَظِّ الفَرَنْسيّينَ أَزْمَتُهُمْ حَصَلَتْ,walakino lisw'i HaZ~i Alfaranosy~yna >azomatuhumo HaSalato,wlkn lswe hz alfrnsyyn azmtuhum hslt
14047,في وقت أوروبا كلها حرفيا بتلف فيه,في وَقْتٍ أوروبّا كُلِّها حَرْفيًّا بِتَلَفٍ فيهِ,fy waqotK >wrwb~A kul~ihA Harofy~FA bitalafK fyhi,fy wqt awrwba kulha hrfya btlf fyh
14048,حوالين نفسها,حوالَيْنِ نَفْسِها,HwAlayoni nafosihA,hwalyn nfsha
14049,وبتدور على أي مصادر محتملة للطاقة,وَبِتَدورْ عَلَى أَيِّ مَصادِرَ مُحْتَمَلَةٍ لِلطّاقَةِ,wabitadwro EalaY >ay~i maSAdira muHotamalapK lilT~Aqapi,wbtdwr ela ay msadr muhtmlt lltaqt
14050,تغطي بها احتياجاتها في فصل الشتاء,تُغَطّي بِها احْتياجاتِها في فَصْلِ الشِّتاءِ,tugaT~y bihA AHotyAjAtihA fy faSoli Al$~itA'i,tughty bha ahtyajatha fy fsl alshtae
14051,اللي من المتوقع إنه يكون فصل شتاء,اللّي مِنْ المُتَوَقَّعِ إِنَّهُ يَكونُ فَصْلُ شِتاءِ,All~y mino Almutawaq~aEi <in~ahu yakwnu faSolu $itA'i,ally mn almutwqe inhu ykwnu fslu shtae
14052,صعب جدا,صَعْبٌ جِدًّا,SaEobN jid~FA,seb jda
14053,بعد ما الروس قرروا يعاقبوهم بسلاح الغاز,بَعْدَ ما الرّوسَ قَرَّروا يعاقبوهمْ بِسِلاحِ الغازِ,baEoda mA Alr~wsa qar~arwA yEAqbwhmo bisilAHi AlgAzi,bed ma alrws qrrwa yeaqbwhm bslah alghaz
14054,وزير الاقتصاد الفرنسي برونو لو مير,وَزيرُ الِاقْتِصادِ الفَرَنْسيِّ بُرونو لَوْ ميرْ,wazyru AliAqotiSAdi Alfaranosy~i burwnw lawo myro,wzyru alaqtsad alfrnsy burwnw lw myr
14055,إن كل شيء بيعتمد على قرارات,إِنَّ كُلَّ شَيْءٍ بيَعْتَمِدَ عَلَى قَراراتِ,<in~a kul~a $ayo'K byaEotamida EalaY qarArAti,in kul shye byetmd ela qrarat
14056,الرئيس الروسي فلاديمير بوتين,الرَّئيسُ الرّوسيُّ فِلاديميرْ بوتينْ,Alr~a}ysu Alr~wsy~u filAdymyro bwtyno,alryysu alrwsyu fladymyr bwtyn
14057,بخصوص الغاز,بِخُصوصِ الغازِ,bixuSwSi AlgAzi,bkhusws alghaz
14058,لو قطع الغاز عننا فإحنا هنتأثر زينا,لَوْ قَطَعَ الغازِ عَنْنا فإحنا هنتأثرْ زَيْنًا,lawo qaTaEa AlgAzi EanonA f<HnA hnt>vro zayonFA,lw qte alghaz enna fihna hntathr zyna
14059,زي باقي دول الاتحاد الأوروبي,زيّ باقي دوَلِ الِاتِّحادِ الأوروبّيِّ,zy~ bAqy dwali AliAt~iHAdi Al>wrwb~y~i,zy baqy dwl alathad alawrwby
14060,لكن في الحقيقة أزمة الطاقة في فرنسا,لَكِنَّ في الحَقيقَةِ أَزْمَةِ الطّاقَةِ في فَرَنْسا,lakin~a fy AlHaqyqapi >azomapi AlT~Aqapi fy faranosA,lkn fy alhqyqt azmt altaqt fy frnsa
14061,أعمق بكتير من موضوع الغاز الروسي,أَعْمَقُ بِكِتيرْ مِنْ مَوْضوعِ الغازِ الرّوسيِّ,>aEomaqu bikityro mino mawoDwEi AlgAzi Alr~wsy~i,aemqu bktyr mn mwdwe alghaz alrwsy
14062,غياب الغاز الروسي خلى الوضع في فرنسا,غيابُ الغازِ الرّوسيِّ خَلَّى الوَضْعَ في فَرَنْسا,gyAbu AlgAzi Alr~wsy~i xal~aY AlwaDoEa fy faranosA,ghyabu alghaz alrwsy khla alwde fy frnsa
14063,مأزوم أكتر,مَأْزومُ أَكْتَرْ,ma>ozwmu >akotaro,mazwmu aktr
14064,لكن مش هو اللي بدأ أزمة الطاقة الفرنسية,لَكِنَّ مَشَّ هوَ اللّي بَدَأَ أَزْمَةُ الطّاقَةِ الفَرَنْسيَّةِ,lakin~a ma$~a hwa All~y bada>a >azomapu AlT~Aqapi Alfaranosy~api,lkn msh hw ally bda azmtu altaqt alfrnsyt
14065,الفرنسيين في وضع يائس جدا,الفَرَنْسيّينَ في وَضْعٍ يائِسٍ جِدًّا,Alfaranosy~yna fy waDoEK yA}isK jid~FA,alfrnsyyn fy wde yays jda
14066,لدرجة إن رئيسهم إيمانويل ماكرون,لِدَرَجَةِ إِنَّ رَئيسِهِمْ إيمانويلْ ماكَرونَ,lidarajapi <in~a ra}ysihimo <ymAnwylo mAkarwna,ldrjt in ryyshm iymanwyl makrwn
14067,سافر بنفسه الجزائر علشان يقنع,سافَرَ بِنَفْسِهِ الجَزائِرَ عَلَشانِ يَقْنَعُ,sAfara binafosihi AljazA}ira Eala$Ani yaqonaEu,safr bnfsh aljzayr elshan yqneu
14068,الحكومة الجزائرية إنها ترفع صادراتها,الحُكومَةُ الجَزائِريَّةُ إِنَّها تَرْفَعُ صادِراتِها,AlHukwmapu AljazA}iry~apu <in~ahA tarofaEu SAdirAtihA,alhukwmtu aljzayrytu inha trfeu sadratha
14069,من الغاز لفرنسا,مِنْ الغازِ لِفَرَنْسا,mino AlgAzi lifaranosA,mn alghaz lfrnsa
14070,إيه بقى اللي بيحصل بالضبط في فرنسا ,إيهْ بَقَّى اللّي بيَحْصُلُ بِالضَّبْطِ في فَرَنْسا,<yho baq~aY All~y byaHoSulu biAlD~aboTi fy faranosA,iyh bqa ally byhsulu baldbt fy frnsa
14071,وإزي البلد اللي كانت بتبيع الطاقة لأوروبا,وإزي البَلَدُ اللي كانَتْ بِتَبيعِ الطّاقَةِ لِأوروبّا,w<zy Albaladu Ally kAnato bitabyEi AlT~Aqapi li>wrwb~A,wizy albldu ally kant btbye altaqt lawrwba
14072,بقت النهار دا واحدة من أبرز المشترين ,بقَتَ النَّهارِ دا واحِدَةً مِنْ أَبْرَزِ المُشْتَرينَ,bqata Aln~ahAri dA wAHidapF mino >aborazi Almu$otaryna,bqt alnhar da wahdt mn abrz almushtryn
14073,هل جيرانها الأوروبيين ممكن يتخلوا عنها,هَلْ جيرانِها الأوروبّيّينَ مُمْكِنٌ يَتَخَلَّوْا عَنْها,halo jyrAnihA Al>wrwb~y~yna mumokinN yataxal~awoA EanohA,hl jyranha alawrwbyyn mumkn ytkhlwa enha
14074,ويرفعوا شعار نفسي أولا ,وَيَرْفَعوا شِعارُ نَفْسي أَوَّلًا,wayarofaEwA $iEAru nafosy >aw~alFA,wyrfewa shearu nfsy awla
14075,وإزاي قطع الروس الغاز عن ألمانيا,وَإِزايَ قَطْعُ الرّوسِ الغازِ عَنْ أَلْمانْيا,wa<izAya qaToEu Alr~wsi AlgAzi Eano >alomAnoyA,wizay qteu alrws alghaz en almanya
14076,بيعتبر ضربة لفرنسا في نفس الوقت ,بيُعْتَبَرَ ضَرْبَةً لِفَرَنْسا في نَفْسِ الوَقْتِ,byuEotabara DarobapF lifaranosA fy nafosi Alwaqoti,byuetbr drbt lfrnsa fy nfs alwqt
14077,وإيه هي طبيعة المشكلة اللي بتعاني منها,وَإيهَ هيَ طَبيعَةُ المُشْكِلَةِ اللّي بِتُعانيَ مِنْها,wa<yha hya TabyEapu Almu$okilapi All~y bituEAnya minohA,wiyh hy tbyetu almushklt ally btueany mnha
14078,المفاعلات النووية الفرنسية ,المُفاعِلاتُ النَّوَويَّةُ الفَرَنْسيَّةُ,AlmufAEilAtu Aln~awawy~apu Alfaranosy~apu,almufaelatu alnwwytu alfrnsytu
14079,وإيه اللي خلى فرنسا تتخلى للحظة,وَإيهَ اللّيَّ خَلَّى فَرَنْسا تَتَخَلَّى لِلَحْظَةٍ,wa<yha All~y~a xal~aY faranosA tataxal~aY lilaHoZapK,wiyh ally khla frnsa ttkhla llhzt
14080,عن نهجها الرأسمالي وتؤمم أكبر,عَنْ نَهْجِها الرَّأْسِماليِّ وَتُؤَمِّمَ أَكْبَرَ,Eano nahojihA Alr~a>osimAly~i watu&am~ima >akobara,en nhjha alrasmaly wtuwmm akbr
14081,شركة كهرباء في البلد بالكامل ,شَرِكَةُ كَهْرَباءِ في البَلَدِ بِالْكامِلِ,$arikapu kahorabA'i fy Albaladi biAlokAmili,shrktu khrbae fy albld balkaml
14082,وهل الجزائر ممكن تنقذ الفرنسيين ,وَهَلْ الجَزائِرُ مُمْكِنٌ تُنْقِذَ الفَرَنْسيّينَ,wahalo AljazA}iru mumokinN tunoqi*a Alfaranosy~yna,whl aljzayru mumkn tunqdh alfrnsyyn
14083,والسؤال الأهم بقى,والسُّؤالُ الأَهَمُّ بَقَّى,wAls~u&Alu Al>aham~u baq~aY,walsuwalu alahmu bqa
14084,إزاي أسعار الطاقة في فرنسا زادت,إِزاي أَسْعارُ الطّاقَةِ في فَرَنْسا زادَتْ,<izAy >asoEAru AlT~Aqapi fy faranosA zAdato,izay asearu altaqt fy frnsa zadt
14085,وصلت لضعف سعر الطاقة في ألمانيا,وَصَلَتْ لِضَعْفِ سِعْرِ الطّاقَةِ في أَلْمانْيا,waSalato liDaEofi siEori AlT~Aqapi fy >alomAnoyA,wslt ldef ser altaqt fy almanya
14086,واللي بتعتمد أكتر منها على الغاز الروسي ,واللّيْ بِتَعْتَمِدْ أَكْتَرْ مِنْها عَلَى الغازِ الرّوسيِّ,wAll~yo bitaEotamido >akotaro minohA EalaY AlgAzi Alr~wsy~i,wally btetmd aktr mnha ela alghaz alrwsy
14087,دا جزء من اللي هندردش فيه مع بعض,دا جُزْءٌ مِنْ اللّيَّ هندردشْ فيهِ مَعَ بَعْضِ,dA juzo'N mino All~y~a hndrd$o fyhi maEa baEoDi,da juze mn ally hndrdsh fyh me bed
14088,في حلقة النهار دا,في حَلْقَةِ النَّهارِ دا,fy Haloqapi Aln~ahAri dA,fy hlqt alnhar da
14089,أنا أشرف إبراهيم,أَنا أَشْرَفُ إِبْراهيمَ,>anA >a$orafu <iborAhyma,ana ashrfu ibrahym
14090,ودا المخبر الاقتصادي,وُدًّا المُخْبِرُ الِاقْتِصاديُّ,wud~FA Almuxobiru AliAqotiSAdy~u,wuda almukhbru alaqtsadyu
14091,نزلت في مطار هواري بومدين,نَزَلَتْ في مَطارِ هواري بِوَمَدينَ,nazalato fy maTAri hwAry biwamadyna,nzlt fy mtar hwary bwmdyn
14092,في العاصمة الجزائرية الجزائر,في العاصِمَةِ الجَزائِريَّةِ الجَزائِرِ,fy AlEASimapi AljazA}iry~api AljazA}iri,fy aleasmt aljzayryt aljzayr
14093,الطيارة دي كان على متنها الرئيس الفرنسي,الطَّيّارَةِ دي كانَ عَلَى مَتْنِها الرَّئيسُ الفَرَنْسيُّ,AlT~ay~Arapi dy kAna EalaY matonihA Alr~a}ysu Alfaranosy~u,altyart dy kan ela mtnha alryysu alfrnsyu
14094,إيمانويل ماكرون,إيمانويلْ ماكَرونَ,<ymAnwylo mAkarwna,iymanwyl makrwn
14095,وكاثرين ماكغريغور رئيسة شركة,وَكاثْرينْ ماكْغَريغورْ رَئيسَةُ شَرِكَةِ,wakAvoryno mAkogarygwro ra}ysapu $arikapi,wkathryn makghryghwr ryystu shrkt
14096,الطاقة الفرنسية إنجي,الطّاقَةِ الفَرَنْسيَّةُ إِنْجي,AlT~Aqapi Alfaranosy~apu <inojy,altaqt alfrnsytu injy
14097,واحد من الأهداف الرئيسية للزيارة دي,واحِدُ مِنْ الأَهْدافِ الرَّئيسيَّةِ لِلزّيارَةِ دي,wAHidu mino Al>ahodAfi Alr~a}ysy~api lilz~yArapi dy,wahdu mn alahdaf alryysyt llzyart dy
14098,هي رغبة الفرنسيين في إقناع الجزائريين,هيَ رَغْبَةُ الفَرَنْسيّينَ في إِقْناعِ الجَزائِريّينَ,hya ragobapu Alfaranosy~yna fy <iqonAEi AljazA}iry~yna,hy rghbtu alfrnsyyn fy iqnae aljzayryyn
